Campaign budget analysis data export
"February 11, 2022 - November 10, 2025"
Campaign,Day,Campaign ID,Budget,Clicks,Impr.,Currency code,Cost,CTR,Avg. CPC,Conversions
Shriram Hebbal - Brand Search,2024-04-21,21048683503,3000.00,15,60,INR,2174.39,25.00%,144.96,1.00
Pragathi Amber - Brand - 29-June-2024,2024-04-21,21209454180,1807.91,0,0,INR,0.00,0,0,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-04-22,19805351172,13000.00,13,88,INR,609.44,14.77%,46.88,0.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-04-22,20039018782,6000.00,23,394,INR,3120.08,5.84%,135.66,0.00
Shriram Hebbal Generic Search Campaign,2024-04-22,20980178071,10000.00,10,194,INR,331.88,5.15%,33.19,0.00
Inspira Tropical Garden Brand Keywords,2024-04-22,21015668604,8100.00,2,12,INR,11.17,16.67%,5.59,0.00
Primus Search - 17th Feb 2024,2024-04-22,21023972292,3500.00,1,3,INR,36.31,33.33%,36.31,1.00
Shriram Hebbal - Brand Search,2024-04-22,21048683503,3000.00,16,55,INR,3235.90,29.09%,202.24,1.00
Pragathi Amber - Brand - 29-June-2024,2024-04-22,21209454180,1807.91,1,26,INR,16.43,3.85%,16.43,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-04-23,19805351172,13000.00,21,74,INR,762.08,28.38%,36.29,3.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-04-23,20039018782,6000.00,24,274,INR,4100.79,8.76%,170.87,0.00
Shriram Hebbal Generic Search Campaign,2024-04-23,20980178071,10000.00,13,150,INR,411.72,8.67%,31.67,0.00
Inspira Tropical Garden Brand Keywords,2024-04-23,21015668604,8100.00,4,28,INR,426.29,14.29%,106.57,0.00
Primus Search - 17th Feb 2024,2024-04-23,21023972292,3500.00,0,1,INR,0.00,0.00%,0,0.00
Shriram Hebbal - Brand Search,2024-04-23,21048683503,3000.00,11,50,INR,2076.25,22.00%,188.75,1.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-04-24,19805351172,13000.00,13,75,INR,396.19,17.33%,30.48,1.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-04-24,20039018782,6000.00,18,237,INR,3659.59,7.59%,203.31,0.00
Shriram Hebbal Generic Search Campaign,2024-04-24,20980178071,10000.00,10,154,INR,297.83,6.49%,29.78,0.00
Inspira Tropical Garden Brand Keywords,2024-04-24,21015668604,8100.00,13,84,INR,1171.64,15.48%,90.13,0.00
Shriram Hebbal - Brand Search,2024-04-24,21048683503,3000.00,25,63,INR,3009.29,39.68%,120.37,1.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-04-25,19805351172,13000.00,15,62,INR,442.30,24.19%,29.49,1.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-04-25,20039018782,6000.00,10,137,INR,1453.90,7.30%,145.39,0.00
Shriram Hebbal Generic Search Campaign,2024-04-25,20980178071,10000.00,18,109,INR,420.68,16.51%,23.37,0.00
Inspira Tropical Garden Brand Keywords,2024-04-25,21015668604,8100.00,22,231,INR,2766.76,9.52%,125.76,0.00
Primus Search - 17th Feb 2024,2024-04-25,21023972292,3500.00,0,1,INR,0.00,0.00%,0,0.00
Shriram Hebbal - Brand Search,2024-04-25,21048683503,3000.00,17,47,INR,3083.26,36.17%,181.37,1.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-04-26,19805351172,13000.00,16,86,INR,620.01,18.60%,38.75,2.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-04-26,20039018782,6000.00,11,200,INR,1040.41,5.50%,94.58,0.00
Shriram Hebbal Generic Search Campaign,2024-04-26,20980178071,10000.00,10,134,INR,277.81,7.46%,27.78,0.00
Inspira Tropical Garden Brand Keywords,2024-04-26,21015668604,8100.00,20,268,INR,2664.24,7.46%,133.21,0.00
Shriram Hebbal - Brand Search,2024-04-26,21048683503,3000.00,6,31,INR,333.93,19.35%,55.66,1.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-04-27,19805351172,13000.00,20,141,INR,865.77,14.18%,43.29,3.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-04-27,20039018782,6000.00,26,323,INR,5052.39,8.05%,194.32,0.00
Shriram Hebbal Generic Search Campaign,2024-04-27,20980178071,10000.00,18,148,INR,371.86,12.16%,20.66,1.00
Inspira Tropical Garden Brand Keywords,2024-04-27,21015668604,8100.00,30,367,INR,4032.21,8.17%,134.41,0.00
Primus Search - 17th Feb 2024,2024-04-27,21023972292,3500.00,0,0,INR,0.00,0,0,0.00
Shriram Hebbal - Brand Search,2024-04-27,21048683503,3000.00,17,66,INR,2894.98,25.76%,170.29,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-04-28,19805351172,13000.00,14,129,INR,512.87,10.85%,36.63,1.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-04-28,20039018782,6000.00,27,211,INR,2984.99,12.80%,110.56,0.00
Shriram Hebbal Generic Search Campaign,2024-04-28,20980178071,10000.00,13,146,INR,271.43,8.90%,20.88,1.00
Inspira Tropical Garden Brand Keywords,2024-04-28,21015668604,8100.00,56,473,INR,7511.19,11.84%,134.13,0.00
Primus Search - 17th Feb 2024,2024-04-28,21023972292,3500.00,0,3,INR,0.00,0.00%,0,0.00
Shriram Hebbal - Brand Search,2024-04-28,21048683503,3000.00,16,48,INR,2369.47,33.33%,148.09,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-04-29,19805351172,13000.00,20,124,INR,870.28,16.13%,43.51,2.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-04-29,20039018782,6000.00,25,225,INR,3262.11,11.11%,130.48,0.00
Shriram Hebbal Generic Search Campaign,2024-04-29,20980178071,10000.00,10,157,INR,154.41,6.37%,15.44,1.00
Inspira Tropical Garden Brand Keywords,2024-04-29,21015668604,8100.00,29,366,INR,3779.56,7.92%,130.33,0.00
Primus Search - 17th Feb 2024,2024-04-29,21023972292,3500.00,0,1,INR,0.00,0.00%,0,0.00
Shriram Hebbal - Brand Search,2024-04-29,21048683503,3000.00,15,49,INR,1164.96,30.61%,77.66,2.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-04-30,19805351172,13000.00,22,94,INR,1002.73,23.40%,45.58,2.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-04-30,20039018782,6000.00,16,149,INR,1670.42,10.74%,104.40,0.00
Shriram Hebbal Generic Search Campaign,2024-04-30,20980178071,10000.00,11,150,INR,285.61,7.33%,25.96,1.00
Inspira Tropical Garden Brand Keywords,2024-04-30,21015668604,8100.00,22,250,INR,3020.49,8.80%,137.30,0.00
Primus Search - 17th Feb 2024,2024-04-30,21023972292,3500.00,0,1,INR,0.00,0.00%,0,0.00
Shriram Hebbal - Brand Search,2024-04-30,21048683503,3000.00,16,63,INR,2139.43,25.40%,133.71,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-05-01,19805351172,13000.00,18,98,INR,767.98,18.37%,42.67,0.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-05-01,20039018782,6000.00,9,188,INR,2091.15,4.79%,232.35,0.00
Shriram Hebbal Generic Search Campaign,2024-05-01,20980178071,10000.00,3,135,INR,27.99,2.22%,9.33,2.00
Inspira Tropical Garden Brand Keywords,2024-05-01,21015668604,8100.00,2,18,INR,174.49,11.11%,87.25,0.00
Primus Search - 17th Feb 2024,2024-05-01,21023972292,3500.00,0,1,INR,0.00,0.00%,0,0.00
Shriram Hebbal - Brand Search,2024-05-01,21048683503,3000.00,16,52,INR,2515.69,30.77%,157.23,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-05-02,19805351172,13000.00,15,102,INR,656.86,14.71%,43.79,0.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-05-02,20039018782,6000.00,17,136,INR,1992.70,12.50%,117.22,0.00
Shriram Hebbal Generic Search Campaign,2024-05-02,20980178071,10000.00,9,131,INR,179.83,6.87%,19.98,0.00
Inspira Tropical Garden Brand Keywords,2024-05-02,21015668604,8100.00,6,35,INR,718.05,17.14%,119.68,0.00
Shriram Hebbal - Brand Search,2024-05-02,21048683503,3000.00,15,57,INR,1857.65,26.32%,123.84,2.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-05-03,19805351172,13000.00,19,98,INR,661.06,19.39%,34.79,3.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-05-03,20039018782,6000.00,11,131,INR,1674.09,8.40%,152.19,0.00
Shriram Hebbal Generic Search Campaign,2024-05-03,20980178071,10000.00,9,99,INR,190.48,9.09%,21.16,1.00
Inspira Tropical Garden Brand Keywords,2024-05-03,21015668604,8100.00,3,31,INR,255.53,9.68%,85.18,0.00
Primus Search - 17th Feb 2024,2024-05-03,21023972292,3500.00,0,0,INR,0.00,0,0,0.00
Shriram Hebbal - Brand Search,2024-05-03,21048683503,3000.00,18,58,INR,1656.52,31.03%,92.03,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-05-04,19805351172,13000.00,14,76,INR,503.84,18.42%,35.99,0.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-05-04,20039018782,6000.00,15,124,INR,2796.98,12.10%,186.47,0.00
Shriram Hebbal Generic Search Campaign,2024-05-04,20980178071,10000.00,8,113,INR,196.86,7.08%,24.61,0.00
Inspira Tropical Garden Brand Keywords,2024-05-04,21015668604,8100.00,9,43,INR,874.53,20.93%,97.17,0.00
Primus Search - 17th Feb 2024,2024-05-04,21023972292,3500.00,0,6,INR,0.00,0.00%,0,0.00
Shriram Hebbal - Brand Search,2024-05-04,21048683503,3000.00,12,71,INR,4120.02,16.90%,343.34,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-05-05,19805351172,13000.00,18,106,INR,979.64,16.98%,54.42,2.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-05-05,20039018782,6000.00,14,177,INR,4205.13,7.91%,300.37,0.00
Shriram Hebbal Generic Search Campaign,2024-05-05,20980178071,10000.00,10,160,INR,326.26,6.25%,32.63,2.00
Inspira Tropical Garden Brand Keywords,2024-05-05,21015668604,8100.00,15,51,INR,1826.89,29.41%,121.79,0.00
Primus Search - 17th Feb 2024,2024-05-05,21023972292,3500.00,0,1,INR,0.00,0.00%,0,0.00
Shriram Hebbal - Brand Search,2024-05-05,21048683503,3000.00,14,54,INR,2897.13,25.93%,206.94,1.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-05-06,19805351172,13000.00,19,117,INR,718.71,16.24%,37.83,1.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-05-06,20039018782,6000.00,21,160,INR,5786.72,13.13%,275.56,0.00
Shriram Hebbal Generic Search Campaign,2024-05-06,20980178071,10000.00,12,162,INR,256.23,7.41%,21.35,1.00
Inspira Tropical Garden Brand Keywords,2024-05-06,21015668604,8100.00,13,47,INR,1475.30,27.66%,113.48,0.00
Primus Search - 17th Feb 2024,2024-05-06,21023972292,3500.00,0,1,INR,0.00,0.00%,0,0.00
Shriram Hebbal - Brand Search,2024-05-06,21048683503,3000.00,19,57,INR,3620.09,33.33%,190.53,3.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-05-07,19805351172,13000.00,11,76,INR,483.02,14.47%,43.91,0.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-05-07,20039018782,6000.00,16,131,INR,2749.14,12.21%,171.82,0.00
Shriram Hebbal Generic Search Campaign,2024-05-07,20980178071,10000.00,11,152,INR,220.84,7.24%,20.08,1.00
Inspira Tropical Garden Brand Keywords,2024-05-07,21015668604,8100.00,2,34,INR,246.63,5.88%,123.32,0.00
Shriram Hebbal - Brand Search,2024-05-07,21048683503,3000.00,22,62,INR,4736.28,35.48%,215.29,1.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-05-08,19805351172,13000.00,13,99,INR,427.16,13.13%,32.86,0.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-05-08,20039018782,6000.00,18,104,INR,3314.15,17.31%,184.12,0.00
Shriram Hebbal Generic Search Campaign,2024-05-08,20980178071,10000.00,14,223,INR,302.29,6.28%,21.59,2.00
Inspira Tropical Garden Brand Keywords,2024-05-08,21015668604,8100.00,13,50,INR,1690.47,26.00%,130.04,0.00
Primus Search - 17th Feb 2024,2024-05-08,21023972292,3500.00,1,1,INR,35.91,100.00%,35.91,0.00
Shriram Hebbal - Brand Search,2024-05-08,21048683503,3000.00,35,345,INR,7199.68,10.14%,205.71,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-05-09,19805351172,13000.00,18,95,INR,912.96,18.95%,50.72,0.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-05-09,20039018782,6000.00,16,114,INR,2896.39,14.04%,181.02,0.00
Shriram Hebbal Generic Search Campaign,2024-05-09,20980178071,10000.00,14,221,INR,367.34,6.33%,26.24,1.00
Inspira Tropical Garden Brand Keywords,2024-05-09,21015668604,8100.00,6,31,INR,673.59,19.35%,112.27,0.00
Shriram Hebbal - Brand Search,2024-05-09,21048683503,3000.00,31,274,INR,4240.52,11.31%,136.79,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-05-10,19805351172,13000.00,12,108,INR,628.68,11.11%,52.39,1.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-05-10,20039018782,6000.00,13,72,INR,2508.12,18.06%,192.93,0.00
Shriram Hebbal Generic Search Campaign,2024-05-10,20980178071,10000.00,19,236,INR,569.80,8.05%,29.99,0.00
Inspira Tropical Garden Brand Keywords,2024-05-10,21015668604,8100.00,11,47,INR,1395.30,23.40%,126.85,0.00
Primus Search - 17th Feb 2024,2024-05-10,21023972292,3500.00,0,1,INR,0.00,0.00%,0,0.00
Shriram Hebbal - Brand Search,2024-05-10,21048683503,3000.00,35,226,INR,4126.30,15.49%,117.89,2.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-05-11,19805351172,13000.00,15,151,INR,754.61,9.93%,50.31,1.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-05-11,20039018782,6000.00,16,110,INR,1947.65,14.55%,121.73,0.00
Shriram Hebbal Generic Search Campaign,2024-05-11,20980178071,10000.00,14,193,INR,364.06,7.25%,26.00,0.00
Inspira Tropical Garden Brand Keywords,2024-05-11,21015668604,8100.00,10,71,INR,1306.63,14.08%,130.66,0.00
Primus Search - 17th Feb 2024,2024-05-11,21023972292,3500.00,0,2,INR,0.00,0.00%,0,0.00
Shriram Hebbal - Brand Search,2024-05-11,21048683503,3000.00,30,317,INR,5232.94,9.46%,174.43,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-05-12,19805351172,13000.00,14,124,INR,561.20,11.29%,40.09,2.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-05-12,20039018782,6000.00,14,108,INR,1738.16,12.96%,124.15,0.00
Shriram Hebbal Generic Search Campaign,2024-05-12,20980178071,10000.00,31,245,INR,684.23,12.65%,22.07,2.00
Inspira Tropical Garden Brand Keywords,2024-05-12,21015668604,8100.00,14,78,INR,1724.25,17.95%,123.16,0.00
Primus Search - 17th Feb 2024,2024-05-12,21023972292,3500.00,0,1,INR,0.00,0.00%,0,0.00
Shriram Hebbal - Brand Search,2024-05-12,21048683503,3000.00,31,220,INR,3699.43,14.09%,119.34,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-05-13,19805351172,13000.00,10,91,INR,355.93,10.99%,35.59,2.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-05-13,20039018782,6000.00,12,115,INR,2247.94,10.43%,187.33,0.00
Shriram Hebbal Generic Search Campaign,2024-05-13,20980178071,10000.00,14,122,INR,323.69,11.48%,23.12,0.50
Inspira Tropical Garden Brand Keywords,2024-05-13,21015668604,8100.00,3,36,INR,406.45,8.33%,135.48,0.00
Primus Search - 17th Feb 2024,2024-05-13,21023972292,3500.00,2,3,INR,53.51,66.67%,26.76,0.00
Shriram Hebbal - Brand Search,2024-05-13,21048683503,3000.00,32,205,INR,3642.80,15.61%,113.84,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-05-14,19805351172,13000.00,16,121,INR,811.48,13.22%,50.72,0.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-05-14,20039018782,6000.00,15,94,INR,1395.16,15.96%,93.01,0.00
Shriram Hebbal Generic Search Campaign,2024-05-14,20980178071,10000.00,14,127,INR,283.48,11.02%,20.25,3.50
Inspira Tropical Garden Brand Keywords,2024-05-14,21015668604,8100.00,5,49,INR,625.53,10.20%,125.11,0.00
Primus Search - 17th Feb 2024,2024-05-14,21023972292,3500.00,0,5,INR,0.00,0.00%,0,0.00
Shriram Hebbal - Brand Search,2024-05-14,21048683503,3000.00,35,262,INR,3466.98,13.36%,99.06,1.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-05-15,19805351172,13000.00,18,135,INR,1083.82,13.33%,60.21,0.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-05-15,20039018782,6000.00,24,159,INR,4624.57,15.09%,192.69,0.00
Shriram Hebbal Generic Search Campaign,2024-05-15,20980178071,10000.00,16,119,INR,363.76,13.45%,22.74,3.00
Inspira Tropical Garden Brand Keywords,2024-05-15,21015668604,8100.00,9,39,INR,898.38,23.08%,99.82,0.00
Primus Search - 17th Feb 2024,2024-05-15,21023972292,3500.00,1,1,INR,44.44,100.00%,44.44,0.00
Shriram Hebbal - Brand Search,2024-05-15,21048683503,3000.00,19,205,INR,2993.62,9.27%,157.56,3.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-05-16,19805351172,13000.00,23,100,INR,1477.13,23.00%,64.22,1.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-05-16,20039018782,6000.00,22,192,INR,5622.57,11.46%,255.57,0.00
Shriram Hebbal Generic Search Campaign,2024-05-16,20980178071,10000.00,8,124,INR,143.00,6.45%,17.88,2.00
Inspira Tropical Garden Brand Keywords,2024-05-16,21015668604,8100.00,4,34,INR,447.41,11.76%,111.85,0.00
Primus Search - 17th Feb 2024,2024-05-16,21023972292,3500.00,0,2,INR,0.00,0.00%,0,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-05-17,19805351172,13000.00,13,116,INR,520.09,11.21%,40.01,0.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-05-17,20039018782,6000.00,21,132,INR,4131.69,15.91%,196.75,0.00
Shriram Hebbal Generic Search Campaign,2024-05-17,20980178071,10000.00,24,207,INR,471.97,11.59%,19.67,2.00
Inspira Tropical Garden Brand Keywords,2024-05-17,21015668604,8100.00,5,33,INR,455.34,15.15%,91.07,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-05-18,19805351172,13000.00,25,156,INR,1164.07,16.03%,46.56,1.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-05-18,20039018782,6000.00,14,91,INR,3054.71,15.38%,218.19,0.00
Shriram Hebbal Generic Search Campaign,2024-05-18,20980178071,10000.00,23,300,INR,599.44,7.67%,26.06,1.00
Inspira Tropical Garden Brand Keywords,2024-05-18,21015668604,8100.00,7,28,INR,862.66,25.00%,123.24,0.00
Primus Search - 17th Feb 2024,2024-05-18,21023972292,3500.00,0,3,INR,0.00,0.00%,0,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-05-19,19805351172,13000.00,34,182,INR,2278.95,18.68%,67.03,4.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-05-19,20039018782,6000.00,13,151,INR,3031.11,8.61%,233.16,0.00
Shriram Hebbal Generic Search Campaign,2024-05-19,20980178071,10000.00,52,426,INR,1198.66,12.21%,23.05,3.00
Inspira Tropical Garden Brand Keywords,2024-05-19,21015668604,8100.00,6,42,INR,668.43,14.29%,111.41,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-05-20,19805351172,13000.00,21,141,INR,1094.77,14.89%,52.13,2.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-05-20,20039018782,6000.00,8,120,INR,1382.07,6.67%,172.76,0.00
Shriram Hebbal Generic Search Campaign,2024-05-20,20980178071,10000.00,46,478,INR,1352.38,9.62%,29.40,1.00
Inspira Tropical Garden Brand Keywords,2024-05-20,21015668604,8100.00,6,49,INR,652.36,12.24%,108.73,0.00
Valmark Cityville Generic Search - 20 May 24,2024-05-20,21307500650,9200.00,1,14,INR,22.48,7.14%,22.48,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-05-21,19805351172,13000.00,10,88,INR,334.40,11.36%,33.44,1.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-05-21,20039018782,6000.00,4,110,INR,738.47,3.64%,184.62,0.00
Shriram Hebbal Generic Search Campaign,2024-05-21,20980178071,10000.00,30,450,INR,710.90,6.67%,23.70,0.00
Inspira Tropical Garden Brand Keywords,2024-05-21,21015668604,8100.00,4,26,INR,398.03,15.38%,99.51,0.00
Primus Search - 17th Feb 2024,2024-05-21,21023972292,3500.00,1,1,INR,17.76,100.00%,17.76,0.00
Valmark Cityville Generic Search - 20 May 24,2024-05-21,21307500650,9200.00,0,33,INR,0.00,0.00%,0,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-05-22,19805351172,13000.00,13,125,INR,630.82,10.40%,48.52,0.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-05-22,20039018782,6000.00,10,99,INR,1227.98,10.10%,122.80,0.00
Shriram Hebbal Generic Search Campaign,2024-05-22,20980178071,10000.00,28,385,INR,997.61,7.27%,35.63,3.00
Inspira Tropical Garden Brand Keywords,2024-05-22,21015668604,8100.00,0,35,INR,0.00,0.00%,0,0.00
Primus Search - 17th Feb 2024,2024-05-22,21023972292,3500.00,0,0,INR,0.00,0,0,0.00
Valmark Cityville Generic Search - 20 May 24,2024-05-22,21307500650,9200.00,3,32,INR,139.87,9.38%,46.62,3.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-05-23,19805351172,13000.00,16,91,INR,666.38,17.58%,41.65,0.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-05-23,20039018782,6000.00,15,103,INR,3047.16,14.56%,203.14,0.00
Shriram Hebbal Generic Search Campaign,2024-05-23,20980178071,10000.00,29,256,INR,630.29,11.33%,21.73,2.00
Inspira Tropical Garden Brand Keywords,2024-05-23,21015668604,8100.00,2,18,INR,276.77,11.11%,138.39,0.00
Primus Search - 17th Feb 2024,2024-05-23,21023972292,3500.00,0,1,INR,0.00,0.00%,0,0.00
Valmark Cityville Generic Search - 20 May 24,2024-05-23,21307500650,9200.00,5,33,INR,302.69,15.15%,60.54,1.00
Shriram Hebbal Fractional Investment,2024-05-23,21312513597,10000.00,0,29,INR,0.00,0.00%,0,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-05-24,19805351172,13000.00,15,92,INR,519.68,16.30%,34.65,1.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-05-24,20039018782,6000.00,18,126,INR,2670.28,14.29%,148.35,0.00
Shriram Hebbal Generic Search Campaign,2024-05-24,20980178071,10000.00,36,310,INR,823.23,11.61%,22.87,1.00
Inspira Tropical Garden Brand Keywords,2024-05-24,21015668604,8100.00,0,8,INR,0.00,0.00%,0,0.00
Valmark Cityville Generic Search - 20 May 24,2024-05-24,21307500650,9200.00,3,36,INR,112.86,8.33%,37.62,0.00
Shriram Hebbal Fractional Investment,2024-05-24,21312513597,10000.00,8,90,INR,277.00,8.89%,34.63,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-05-25,19805351172,13000.00,19,160,INR,830.37,11.88%,43.70,1.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-05-25,20039018782,6000.00,21,192,INR,3339.22,10.94%,159.01,0.00
Shriram Hebbal Generic Search Campaign,2024-05-25,20980178071,10000.00,36,456,INR,807.92,7.89%,22.44,2.00
Inspira Tropical Garden Brand Keywords,2024-05-25,21015668604,8100.00,5,13,INR,93.70,38.46%,18.74,0.00
Primus Search - 17th Feb 2024,2024-05-25,21023972292,3500.00,0,1,INR,0.00,0.00%,0,0.00
Valmark Cityville Generic Search - 20 May 24,2024-05-25,21307500650,9200.00,4,73,INR,114.59,5.48%,28.65,0.00
Shriram Hebbal Fractional Investment,2024-05-25,21312513597,10000.00,18,129,INR,637.98,13.95%,35.44,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-05-26,19805351172,13000.00,16,120,INR,818.95,13.33%,51.18,0.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-05-26,20039018782,6000.00,32,361,INR,5749.09,8.86%,179.66,0.00
